prec,recall,thresholds
0.08840242450481654,1.0,-1.5355545
0.08837775673115952,0.9996939087848179,-1.5187386
0.08838014829247172,0.9996939087848179,-1.4915001
0.08838253998322193,0.9996939087848179,-1.4828473
0.08838493180342065,0.9996939087848179,-1.4761058
0.0883873237530784,0.9996939087848179,-1.461118
0.08838971583220569,0.9996939087848179,-1.4572138
0.08839210804081302,0.9996939087848179,-1.4466953
0.0883945003789109,0.9996939087848179,-1.412979
0.08839689284650987,0.9996939087848179,-1.4110262
0.08839928544362041,0.9996939087848179,-1.3977109
0.08840167817025307,0.9996939087848179,-1.3929667
0.08840407102641837,0.9996939087848179,-1.3339423
0.08840646401212679,0.9996939087848179,-1.3274424
0.08840885712738888,0.9996939087848179,-1.3265322
0.08841125037221516,0.9996939087848179,-1.3027805
0.08841364374661613,0.9996939087848179,-1.2870781
0.08841603725060235,0.9996939087848179,-1.2805728
0.08841843088418432,0.9996939087848179,-1.2723584
0.08842082464737255,0.9996939087848179,-1.2699025
0.08842321854017761,0.9996939087848179,-1.2545675
0.08842561256260999,0.9996939087848179,-1.2330859
0.08842800671468024,0.9996939087848179,-1.215097
0.08843040099639889,0.9996939087848179,-1.1582406
0.08843279540777646,0.9996939087848179,-1.1504538
0.08843518994882348,0.9996939087848179,-1.1086484
0.08843758461955051,0.9996939087848179,-1.1081418
0.08843997941996805,0.9996939087848179,-1.0855134
0.08844237435008666,0.9996939087848179,-1.0844688
0.08844476940991686,0.9996939087848179,-1.0708395
0.08842008341006337,0.9993878175696358,-1.06814
0.08839539607312119,0.9990817263544536,-1.0549237
0.08837070739898169,0.9987756351392715,-1.0418022
0.08837310077729328,0.9987756351392715,-1.0311058
0.08834841016196306,0.9984695439240894,-1.0192525
0.08832371820914926,0.9981634527089073,-1.0127226
0.08829902491874322,0.9978573614937252,-1.007119
0.08827433029063626,0.997551270278543,-0.98962617
0.08824963432471965,0.9972451790633609,-0.9868364
0.08822493702088469,0.9969390878481788,-0.97275114
0.08820023837902265,0.9966329966329966,-0.96863633
0.08817553839902478,0.9963269054178145,-0.9679264
0.08815083708078236,0.9960208142026323,-0.9669217
0.0881261344241866,0.9957147229874502,-0.96274585
0.08810143042912874,0.9954086317722681,-0.95454437
0.08807672509549999,0.995102540557086,-0.94680667
0.08805201842319155,0.9947964493419039,-0.9439698
0.0880273104120946,0.9944903581267218,-0.9439493
0.08800260106210035,0.9941842669115396,-0.93879056
0.08797789037309996,0.9938781756963575,-0.93170387
0.08795317834498456,0.9935720844811754,-0.92899346
0.08792846497764531,0.9932659932659933,-0.92786777
0.08790375027097333,0.9929599020508112,-0.927766
0.08787903422485976,0.992653810835629,-0.9240231
0.0878543168391957,0.9923477196204469,-0.9178904
0.08782959811387225,0.9920416284052648,-0.9073857
0.08780487804878048,0.9917355371900827,-0.90690315
0.08778015664381149,0.9914294459749006,-0.90570307
0.087782535638788,0.9914294459749006,-0.90545136
0.08775781228826192,0.9911233547597184,-0.9041572
0.0877601908065915,0.9911233547597184,-0.90413547
0.08773546551023174,0.9908172635445363,-0.90028214
0.08771073887352956,0.9905111723293542,-0.89861745
0.08768601089637601,0.990205081114172,-0.8981466
0.08766128157866204,0.98989898989899,-0.8978429
0.08763655092027865,0.9895928986838077,-0.89610696
0.08761181892111683,0.9892868074686256,-0.88986194
0.08758708558106752,0.9889807162534435,-0.88812536
0.0875623509000217,0.9886746250382614,-0.88749015
0.08756472469975872,0.9886746250382614,-0.8855826
0.08753998807135499,0.9883685338230793,-0.88522506
0.08751525010166734,0.9880624426078971,-0.8778704
0.0874905107905867,0.987756351392715,-0.8698686
0.08746577013800395,0.9874502601775329,-0.86835676
0.08744102814380998,0.9871441689623508,-0.868023
0.08741628480789566,0.9868380777471687,-0.86791754
0.08739154013015184,0.9865319865319865,-0.8655517
0.08736679411046937,0.9862258953168044,-0.8644672
0.08734204674873909,0.9859198041016223,-0.8626083
0.0873172980448518,0.9856137128864402,-0.86208236
0.08729254799869834,0.9853076216712581,-0.86111236
0.08726779661016949,0.9850015304560759,-0.8594457
0.08724304387915605,0.9846954392408938,-0.85865253
0.08721828980554877,0.9843893480257117,-0.8575103
0.08719353438923845,0.9840832568105295,-0.85629064
0.08716877763011581,0.9837771655953474,-0.85527235
0.0871440195280716,0.9834710743801653,-0.85436857
0.08711926008299656,0.9831649831649831,-0.8536092
0.08709449929478139,0.982858891949801,-0.85099065
0.08706973716331678,0.9825528007346189,-0.8484553
0.08704497368849347,0.9822467095194368,-0.8468776
0.08704733487047335,0.9822467095194368,-0.8460301
0.08704969618055555,0.9822467095194368,-0.84434086
0.08705205761875051,0.9822467095194368,-0.84047806
0.08702729097715804,0.9819406183042547,-0.8373073
0.08700252299177993,0.9816345270890725,-0.83564544
0.08697775366250678,0.9813284358738904,-0.82032037
0.08695298298922922,0.9810223446587083,-0.8191522
0.08692821097183787,0.9807162534435262,-0.81408674
0.08693056949833139,0.9807162534435262,-0.8051212
0.08690579552854352,0.9804101622283441,-0.80198514
0.08688102021435355,0.9801040710131619,-0.7969755
0.08685624355565204,0.9797979797979798,-0.78009206
0.08683146555232953,0.9794918885827977,-0.7725308
0.08680668620427656,0.9791857973676156,-0.73897195
0.08680904181704703,0.9791857973676156,-0.72312707
0.08681139755766622,0.9791857973676156,-0.6863231
0.08681375342614453,0.9791857973676156,-0.67687005
0.0868161094224924,0.9791857973676156,-0.64424837
0.08681846554672022,0.9791857973676156,-0.64021736
0.0868208217988384,0.9791857973676156,-0.63419
0.08682317817885737,0.9791857973676156,-0.63257
0.08682553468678754,0.9791857973676156,-0.62538236
0.08682789132263931,0.9791857973676156,-0.61405116
0.0868302480864231,0.9791857973676156,-0.58249795
0.08683260497814935,0.9791857973676156,-0.44682643
0.08683496199782845,0.9791857973676156,-0.38533828
0.08683731914547083,0.9791857973676156,-0.3068391
0.08683967642108692,0.9791857973676156,-0.30169237
0.08684203382468714,0.9791857973676156,-0.29191288
0.0868443913562819,0.9791857973676156,-0.28338388
0.08684674901588163,0.9791857973676156,-0.25005132
0.08684910680349676,0.9791857973676156,-0.21760598
0.08685146471913772,0.9791857973676156,-0.15077671
0.08685382276281495,0.9791857973676156,-0.13942863
0.08685618093453884,0.9791857973676156,-0.13901336
0.08685853923431985,0.9791857973676156,-0.09546996
0.0868608976621684,0.9791857973676156,-0.063056335
